brand;article;photo_url
555;SR3570;https://imgs.rossko.ru/FF/85/NSIN0013720736/1.jpg
555;SR3600;https://imgs.rossko.ru/44/D4/NSIN0013720738/1.jpg
555;SR3610;https://imgs.rossko.ru/B6/C9/NSIN0019637763/1.jpg
555;SR3650;https://imgs.rossko.ru/FA/0C/NSII0012875995/1.jpg
555;SR3720;https://imgs.rossko.ru/74/E7/NSIN0013720742/1.jpg
555;SR3750;https://imgs.rossko.ru/BA/36/NSIN0013720744/1.jpg
555;SR3770;https://imgs.rossko.ru/EE/D0/NSII0010294997/1.jpg
555;SR3810;https://imgs.rossko.ru/5C/DE/NSIN0013720747/1.jpg
555;SR3811;https://imgs.rossko.ru/44/D4/NSIN0013720748/1.jpg
555;SR3840;https://imgs.rossko.ru/2F/98/NSIN0013720750/1.jpg
555;SR3901;https://imgs.rossko.ru/BA/36/NSIN0013720754/1.jpg
555;SR3940;https://imgs.rossko.ru/5C/DE/NSIN0013720757/1.jpg
555;SR3970;https://imgs.rossko.ru/44/D4/NSIN0013720758/1.jpg
555;SR3980;https://imgs.rossko.ru/A2/2C/NSIN0013720759/1.jpg
555;SR4510;https://imgs.rossko.ru/74/E7/NSIN0013720762/1.jpg
555;SR4730;https://imgs.rossko.ru/D2/40/NSIN0013720763/1.jpg
555;SR4740;https://imgs.rossko.ru/BA/36/NSIN0013720764/1.jpg
555;SR4760;https://imgs.rossko.ru/17/8F/NSIN0013720765/1.jpg
555;SR4840;https://imgs.rossko.ru/44/D4/NSIN0013720768/1.jpg
555;SR4860;https://imgs.rossko.ru/8C/F1/NSIN0013720771/1.jpg
555;SR4880;https://imgs.rossko.ru/D2/40/NSIN0013720773/1.jpg
555;SR4910;https://imgs.rossko.ru/17/8F/NSIN0013720775/1.jpg
555;SR4950;https://imgs.rossko.ru/A2/2C/NSIN0013720779/1.jpg
